"BehaviorSpace results (NetLogo 6.2.1)"
"ModeloDinámicoSmallWorld.nlogo"
"clust-path-length-small-worlsd"
"05/06/2022 08:59:39:765 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","num-reconexiones","num-nodos","[step]","avg-path-length","global-clustering"
"166","34","100","34","3.443030303030303","0.47392875580795046"
"167","34","100","34","3.3842424242424243","0.4751552795031056"
"169","34","100","34","3.318989898989899","0.470404984423676"
"168","34","100","34","3.297171717171717","0.47107438016528924"
"170","34","100","34","3.3573737373737376","0.4674922600619195"
"172","36","100","36","3.257979797979798","0.4661232806928171"
"173","36","100","36","3.282020202020202","0.46319018404907975"
"174","36","100","36","3.252929292929293","0.46059365404298874"
"175","36","100","36","3.3363636363636364","0.46884576098059244"
"171","36","100","36","3.346262626262626","0.4727180010198878"
"176","36","100","36","3.267272727272727","0.4674525884161968"
"177","36","100","36","3.403232323232323","0.4669379450661241"
"178","36","100","36","3.2892929292929294","0.4669379450661241"
"179","36","100","36","3.328080808080808","0.46588594704684316"
"180","36","100","36","3.3052525252525253","0.47061829330608074"
"181","38","100","38","3.3173737373737375","0.4629349470499244"
"184","38","100","38","3.3638383838383836","0.47415955845459107"
"182","38","100","38","3.3226262626262626","0.46536144578313254"
"185","38","100","38","3.3365656565656567","0.45609633718013043"
"183","38","100","38","3.421010101010101","0.46118951612903225"
"187","38","100","38","3.3088888888888888","0.4580612757408338"
"186","38","100","38","3.2096969696969695","0.460261569416499"
"188","38","100","38","3.3006060606060608","0.4628140703517588"
"190","38","100","38","3.3464646464646464","0.46747352496217853"
"189","38","100","38","3.3393939393939394","0.4695520885757423"
"191","40","100","40","3.286060606060606","0.456359102244389"
"192","40","100","40","3.252929292929293","0.4608478802992519"
"194","40","100","40","3.247878787878788","0.4600496277915633"
"195","40","100","40","3.2751515151515154","0.46371769383697814"
"197","40","100","40","3.2345454545454544","0.45103857566765576"
"196","40","100","40","3.267272727272727","0.45268924302788843"
"198","40","100","40","3.2583838383838386","0.4538690476190476"
"199","40","100","40","3.2745454545454544","0.4645161290322581"
"193","40","100","40","3.2018181818181817","0.45878848063555117"
"200","40","100","40","3.282828282828283","0.4600496277915633"
"203","42","100","42","3.287878787878788","0.4522760646108664"
"201","42","100","42","3.2266666666666666","0.4538310412573674"
"202","42","100","42","3.263838383838384","0.45722713864306785"
"204","42","100","42","3.2585858585858585","0.46153846153846156"
"206","42","100","42","3.238989898989899","0.45255474452554745"
"205","42","100","42","3.2723232323232323","0.4540540540540541"
"208","42","100","42","3.2733333333333334","0.4520547945205479"
"209","42","100","42","3.2014141414141415","0.45330073349633254"
"207","42","100","42","3.2395959595959596","0.4563297350343474"
"210","42","100","42","3.226868686868687","0.4561059342815105"
"211","44","100","44","3.1923232323232322","0.456963249516441"
"212","44","100","44","3.101818181818182","0.44406943105110896"
"213","44","100","44","3.242424242424242","0.4478914202617547"
"214","44","100","44","3.207272727272727","0.44567307692307695"
"216","44","100","44","3.180808080808081","0.45"
"215","44","100","44","3.1880808080808083","0.45863570391872277"
"218","44","100","44","3.1262626262626263","0.44305019305019305"
"219","44","100","44","3.169090909090909","0.45728155339805826"
"220","44","100","44","3.207070707070707","0.45450145208131654"
"217","44","100","44","3.1905050505050503","0.4483260553129549"
"221","46","100","46","3.151919191919192","0.4415954415954416"
"222","46","100","46","3.154141414141414","0.445290199809705"
"223","46","100","46","3.1115151515151513","0.4448128848886784"
"224","46","100","46","3.164242424242424","0.4303977272727273"
"225","46","100","46","3.1274747474747473","0.4444973797046212"
"226","46","100","46","3.172727272727273","0.45714285714285713"
"227","46","100","46","3.197979797979798","0.4423168980373384"
"229","46","100","46","3.1903030303030304","0.44306812767984755"
"230","46","100","46","3.182828282828283","0.4445506692160612"
"231","48","100","48","3.1703030303030304","0.4372641509433962"
"228","46","100","46","3.132323232323232","0.44433827042522694"
"232","48","100","48","3.093737373737374","0.4342105263157895"
"233","48","100","48","3.101212121212121","0.4328287606433302"
"234","48","100","48","3.1155555555555554","0.4405099150141643"
"235","48","100","48","3.117171717171717","0.43909348441926344"
"238","48","100","48","3.095959595959596","0.4281663516068053"
"236","48","100","48","3.1498989898989898","0.43058823529411766"
"237","48","100","48","3.0953535353535355","0.4297832233741753"
"240","48","100","48","3.1864646464646467","0.44188235294117645"
"241","50","100","50","3.018181818181818","0.42857142857142855"
"242","50","100","50","3.088888888888889","0.4401114206128134"
"244","50","100","50","3.116767676767677","0.4345598509548207"
"239","48","100","48","3.0842424242424245","0.43383742911153117"
"243","50","100","50","3.055151515151515","0.42559109874826145"
"245","50","100","50","3.138989898989899","0.44027777777777777"
"246","50","100","50","3.1195959595959595","0.4301675977653631"
"247","50","100","50","3.0915151515151513","0.42896935933147634"
"248","50","100","50","3.1165656565656565","0.43875174662319516"
"250","50","100","50","3.0585858585858587","0.4295676429567643"
"249","50","100","50","3.094141414141414","0.4351679104477612"
"252","52","100","52","3.114949494949495","0.43678685531720673"
"253","52","100","52","3.1587878787878787","0.432308398347866"
"254","52","100","52","3.058989898989899","0.4246700045516614"
"251","52","100","52","3.1014141414141414","0.4317140238313474"
"255","52","100","52","3.025252525252525","0.4202764976958525"
"257","52","100","52","3.029292929292929","0.41662859753312015"
"256","52","100","52","3.0157575757575756","0.41911764705882354"
"258","52","100","52","3.0072727272727273","0.4195612431444241"
"259","52","100","52","3.112727272727273","0.4334705075445816"
"260","52","100","52","3.0539393939393937","0.4287683823529412"
"261","54","100","54","3.0406060606060605","0.4188576609247507"
"264","54","100","54","3.1151515151515152","0.4281842818428184"
"263","54","100","54","2.9886868686868686","0.41229656419529837"
"265","54","100","54","3.008888888888889","0.43224932249322495"
"266","54","100","54","2.993939393939394","0.41266968325791853"
"262","54","100","54","3.0143434343434343","0.4173085636610784"
"267","54","100","54","3.036969696969697","0.4131818181818182"
"268","54","100","54","3.0155555555555558","0.4190777576853526"
"269","54","100","54","2.9709090909090907","0.41477787851314596"
"270","54","100","54","3.0921212121212123","0.42837653478854026"
"271","56","100","56","2.9882828282828284","0.415695067264574"
"272","56","100","56","2.9725252525252523","0.4181981174361273"
"273","56","100","56","3.002020202020202","0.41550874047512326"
"275","56","100","56","3.0074747474747476","0.41171211443898076"
"276","56","100","56","2.9715151515151517","0.4112903225806452"
"278","56","100","56","3.0202020202020203","0.41255006675567424"
"277","56","100","56","3.0303030303030303","0.41540516473731076"
"274","56","100","56","2.9931313131313133","0.4197860962566845"
"279","56","100","56","3.132929292929293","0.41997325011145786"
"280","56","100","56","3.033939393939394","0.41838565022421526"
"281","58","100","58","2.9868686868686867","0.4133805937084626"
"284","58","100","58","2.9634343434343435","0.41274725274725277"
"282","58","100","58","2.9713131313131314","0.41456953642384103"
"283","58","100","58","3.015151515151515","0.4166298098186643"
"285","58","100","58","3.038181818181818","0.41530296329057936"
"288","58","100","58","2.968080808080808","0.4102337891486546"
"287","58","100","58","2.9915151515151517","0.40558510638297873"
"286","58","100","58","3.0143434343434343","0.41589403973509936"
"290","58","100","58","3.012929292929293","0.4149779735682819"
"289","58","100","58","3.0395959595959594","0.42611380679311867"
"291","60","100","60","2.9686868686868686","0.40540540540540543"
"292","60","100","60","2.97010101010101","0.4175728577642453"
"293","60","100","60","2.973333333333333","0.4025974025974026"
"294","60","100","60","2.9527272727272726","0.39964943032427697"
"295","60","100","60","2.9563636363636365","0.4014821272885789"
"297","60","100","60","2.9383838383838383","0.4093286835222319"
"298","60","100","60","3.001010101010101","0.4084995663486557"
"299","60","100","60","3.0103030303030303","0.4108695652173913"
"300","60","100","60","2.9838383838383837","0.40932642487046633"
"301","62","100","62","2.904040404040404","0.39715394566623546"
"296","60","100","60","2.9597979797979797","0.40664626147791866"
"302","62","100","62","2.9115151515151516","0.4004291845493562"
"304","62","100","62","2.9953535353535354","0.41325871717606544"
"303","62","100","62","2.954747474747475","0.4036973344797936"
"305","62","100","62","3.0175757575757576","0.40554371002132195"
"306","62","100","62","2.9834343434343435","0.4180327868852459"
"307","62","100","62","2.966060606060606","0.4141501294219154"
"308","62","100","62","2.924848484848485","0.3969270166453265"
"311","64","100","64","2.9294949494949494","0.39880698764380057"
"310","62","100","62","2.9365656565656564","0.3962019853258524"
"312","64","100","64","2.945858585858586","0.3982188295165394"
"309","62","100","62","2.9216161616161616","0.4040447504302926"
"313","64","100","64","2.9753535353535354","0.4034042553191489"
"314","64","100","64","2.94","0.40972515856236785"
"315","64","100","64","2.9624242424242424","0.40313692242475624"
"316","64","100","64","2.977979797979798","0.4062366510038445"
"317","64","100","64","2.8884848484848487","0.40416489587760307"
"318","64","100","64","2.9145454545454546","0.39059218815623686"
"319","64","100","64","2.9105050505050505","0.3916913946587537"
"321","66","100","66","2.9042424242424243","0.3977272727272727"
"323","66","100","66","2.88989898989899","0.38944723618090454"
"322","66","100","66","2.910707070707071","0.4009216589861751"
"325","66","100","66","2.881818181818182","0.3898375676801333"
"320","64","100","64","3.018989898989899","0.4093242087254063"
"324","66","100","66","2.9337373737373738","0.39746835443037976"
"326","66","100","66","2.941818181818182","0.39606035205364626"
"327","66","100","66","2.9527272727272726","0.40554156171284633"
"328","66","100","66","2.875959595959596","0.3879093198992443"
"329","66","100","66","2.9254545454545453","0.3944374209860936"
"331","68","100","68","2.8656565656565656","0.38120860927152317"
"330","66","100","66","2.923636363636364","0.3901006711409396"
"333","68","100","68","2.8935353535353534","0.3856073211314476"
"334","68","100","68","2.865050505050505","0.3884093711467324"
"332","68","100","68","2.8901010101010103","0.38729763387297633"
"335","68","100","68","2.896969696969697","0.3888433141919606"
"338","68","100","68","2.902020202020202","0.39775561097256856"
"336","68","100","68","2.874949494949495","0.38617549668874174"
"337","68","100","68","2.8686868686868685","0.3849667774086379"
"339","68","100","68","2.906868686868687","0.3966017405719022"
"340","68","100","68","2.8804040404040405","0.389351081530782"
"341","70","100","70","2.9002020202020202","0.39473684210526316"
"343","70","100","70","2.9446464646464645","0.39467213114754096"
"344","70","100","70","2.8666666666666667","0.37838948233360725"
"345","70","100","70","2.886868686868687","0.40403624382207576"
"346","70","100","70","2.847272727272727","0.3812832039231712"
"347","70","100","70","2.9016161616161615","0.3907203907203907"
"342","70","100","70","2.874747474747475","0.3820638820638821"
"348","70","100","70","2.901010101010101","0.3948339483394834"
"349","70","100","70","2.8694949494949493","0.3874898456539399"
"351","72","100","72","2.85030303030303","0.38256658595641646"
"350","70","100","70","2.8581818181818184","0.3808545603944125"
"352","72","100","72","2.8430303030303032","0.37953263497179696"
"353","72","100","72","2.863232323232323","0.3722804190169218"
"354","72","100","72","2.9004040404040405","0.38538739462063426"
"356","72","100","72","2.8395959595959597","0.3753036437246964"
"357","72","100","72","2.8442424242424242","0.37666532095276545"
"358","72","100","72","2.8773737373737376","0.3870578778135048"
"355","72","100","72","2.8315151515151515","0.37924071082390953"
"359","72","100","72","2.864040404040404","0.39015606242497"
"360","72","100","72","2.8541414141414143","0.37454691904953685"
"361","74","100","74","2.8014141414141416","0.37470071827613727"
"362","74","100","74","2.86020202020202","0.37545126353790614"
"363","74","100","74","2.8626262626262626","0.3847072879330944"
"364","74","100","74","2.861010101010101","0.38066825775656327"
"365","74","100","74","2.8323232323232324","0.3857484076433121"
"367","74","100","74","2.8585858585858586","0.3751498202157411"
"368","74","100","74","2.8266666666666667","0.37380573248407645"
"369","74","100","74","2.8208080808080807","0.3713942307692308"
"366","74","100","74","2.835959595959596","0.3793517406962785"
"370","74","100","74","2.8216161616161615","0.3690286624203822"
"371","76","100","76","2.812121212121212","0.3811036125446606"
"373","76","100","76","2.8454545454545452","0.37706855791962174"
"372","76","100","76","2.87030303030303","0.3741258741258741"
"374","76","100","76","2.813939393939394","0.36504161712247324"
"380","76","100","76","2.8256565656565655","0.3723235527359239"
"378","76","100","76","2.8096969696969696","0.37812128418549346"
"379","76","100","76","2.824040404040404","0.3807829181494662"
"375","76","100","76","2.866060606060606","0.3840379296720664"
"376","76","100","76","2.816161616161616","0.37544554455445545"
"377","76","100","76","2.8034343434343434","0.36825645035183735"
"381","78","100","78","2.8133333333333335","0.37120622568093387"
"382","78","100","78","2.81979797979798","0.37441130298273156"
"383","78","100","78","2.8163636363636364","0.365767878077374"
"384","78","100","78","2.863030303030303","0.36921296296296297"
"385","78","100","78","2.7975757575757574","0.37809187279151946"
"386","78","100","78","2.7959595959595958","0.3720748829953198"
"387","78","100","78","2.8507070707070707","0.37674961119751166"
"389","78","100","78","2.8913131313131313","0.3807465618860511"
"390","78","100","78","2.7624242424242422","0.3634232121922626"
"391","80","100","80","2.808686868686869","0.3704545454545455"
"388","78","100","78","2.8056565656565655","0.3700234192037471"
"392","80","100","80","2.7537373737373736","0.36032233307751343"
"393","80","100","80","2.8195959595959597","0.3680555555555556"
"394","80","100","80","2.799191919191919","0.3687669114804793"
"395","80","100","80","2.783838383838384","0.36517719568567025"
"396","80","100","80","2.804040404040404","0.38098948188546944"
"397","80","100","80","2.8018181818181818","0.37775202780996525"
"398","80","100","80","2.7975757575757574","0.3605051664753157"
"400","80","100","80","2.7915151515151515","0.3697674418604651"
"401","82","100","82","2.782828282828283","0.36232434485377896"
"402","82","100","82","2.80020202020202","0.36987860394537175"
"403","82","100","82","2.788686868686869","0.3593155893536122"
"399","80","100","80","2.8173737373737375","0.37311119721038355"
"404","82","100","82","2.8034343434343434","0.3657424990505127"
"406","82","100","82","2.771919191919192","0.3720136518771331"
"405","82","100","82","2.7656565656565655","0.3574130105900151"
"407","82","100","82","2.7555555555555555","0.3557582668187001"
"408","82","100","82","2.7965656565656567","0.3790076335877863"
"410","82","100","82","2.8036363636363637","0.3788748564867968"
"409","82","100","82","2.834747474747475","0.372848948374761"
"413","84","100","84","2.835151515151515","0.36075949367088606"
"412","84","100","84","2.806060606060606","0.3660477453580902"
"414","84","100","84","2.76020202020202","0.3594624860022396"
"411","84","100","84","2.7804040404040404","0.36674259681093396"
"415","84","100","84","2.735959595959596","0.35400225479143177"
"416","84","100","84","2.7836363636363637","0.35815868263473055"
"418","84","100","84","2.803030303030303","0.3617344998098136"
"417","84","100","84","2.7715151515151515","0.3650615901455767"
"419","84","100","84","2.7555555555555555","0.3622641509433962"
"420","84","100","84","2.7894949494949497","0.3719193427931292"
"421","86","100","86","2.750909090909091","0.35083798882681566"
"426","86","100","86","2.7436363636363637","0.3552484124019425"
"425","86","100","86","2.807878787878788","0.37206703910614525"
"424","86","100","86","2.732121212121212","0.34979576680282215"
"423","86","100","86","2.7391919191919194","0.35767511177347244"
"427","86","100","86","2.7345454545454544","0.3515625"
"428","86","100","86","2.741212121212121","0.3567988143756947"
"422","86","100","86","2.728686868686869","0.35489833641404805"
"429","86","100","86","2.7454545454545456","0.35852568875651525"
"430","86","100","86","2.730909090909091","0.3506637168141593"
"434","88","100","88","2.730909090909091","0.3589930682232762"
"432","88","100","88","2.741212121212121","0.35365853658536583"
"431","88","100","88","2.7393939393939393","0.3502202643171806"
"433","88","100","88","2.7234343434343433","0.35016465422612514"
"435","88","100","88","2.7363636363636363","0.3565217391304348"
"437","88","100","88","2.7183838383838386","0.35911602209944754"
"439","88","100","88","2.728686868686869","0.361285555966014"
"436","88","100","88","2.7058585858585857","0.3502202643171806"
"440","88","100","88","2.7759595959595957","0.3567508232711306"
"438","88","100","88","2.772929292929293","0.3571687840290381"
"441","90","100","90","2.6858585858585857","0.3430127041742287"
"442","90","100","90","2.6933333333333334","0.3471971066907776"
"443","90","100","90","2.7525252525252526","0.36130198915009043"
"444","90","100","90","2.707878787878788","0.34510374954495815"
"445","90","100","90","2.7351515151515153","0.34817518248175183"
"447","90","100","90","2.733131313131313","0.3530693788594261"
"448","90","100","90","2.7022222222222223","0.3578485181119649"
"449","90","100","90","2.7096969696969695","0.3593864134404675"
"450","90","100","90","2.7688888888888887","0.3662536443148688"
"451","92","100","92","2.697979797979798","0.3429811866859624"
"446","90","100","90","2.718989898989899","0.35383502170767006"
"453","92","100","92","2.716767676767677","0.3500545256270447"
"452","92","100","92","2.695757575757576","0.3454018826937002"
"454","92","100","92","2.6834343434343433","0.3436265709156194"
"455","92","100","92","2.700808080808081","0.3448275862068966"
"456","92","100","92","2.7624242424242422","0.3679144385026738"
"457","92","100","92","2.679393939393939","0.33837837837837836"
"458","92","100","92","2.680808080808081","0.35325891249549873"
"460","92","100","92","2.7066666666666666","0.3492633848365074"
"461","94","100","94","2.7143434343434345","0.34730113636363635"
"459","92","100","92","2.7303030303030305","0.3516047601875225"
"462","94","100","94","2.7125252525252526","0.34410511363636365"
"463","94","100","94","2.7206060606060607","0.35363247863247865"
"464","94","100","94","2.6834343434343433","0.3430397727272727"
"465","94","100","94","2.6862626262626264","0.3422174840085288"
"467","94","100","94","2.7454545454545456","0.34627716423227645"
"466","94","100","94","2.7155555555555555","0.3515625"
"468","94","100","94","2.7484848484848485","0.35575221238938054"
"470","94","100","94","2.6896969696969695","0.3455114822546973"
"471","96","100","96","2.6947474747474747","0.34213305174234426"
"474","96","100","96","2.7426262626262625","0.34441722086104304"
"473","96","100","96","2.681010101010101","0.34237407537865444"
"472","96","100","96","2.6993939393939392","0.3433734939759036"
"475","96","100","96","2.6983838383838386","0.35213253436728936"
"469","94","100","94","2.688282828282828","0.33910279053338044"
"476","96","100","96","2.6826262626262625","0.3291272344900105"
"477","96","100","96","2.701212121212121","0.3453463960811756"
"479","96","100","96","2.701212121212121","0.3454609678558813"
"478","96","100","96","2.7246464646464648","0.3501577287066246"
"480","96","100","96","2.6903030303030304","0.34249471458773784"
"481","98","100","98","2.678181818181818","0.33649789029535865"
"482","98","100","98","2.7129292929292927","0.3460328556448794"
"484","98","100","98","2.655353535353535","0.33516672396012376"
"486","98","100","98","2.704848484848485","0.34844785490059293"
"483","98","100","98","2.6618181818181816","0.332760989010989"
"485","98","100","98","2.6715151515151514","0.3298647242455775"
"487","98","100","98","2.670909090909091","0.3372905027932961"
