"BehaviorSpace results (NetLogo 6.2.1)"
"Difusión-Centralidad.nlogo"
"Efecto-Centralidad"
"05/07/2022 15:24:17:557 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","porc-iniciales","tipo-iniciales","prob-contagio","num-nodos","[step]","ticks"
"663","20","mayorgrado","50","6000","17","17"
"665","20","mayorgrado","50","6000","13","13"
"662","20","mayorgrado","50","6000","22","22"
"666","20","mayorgrado","50","6000","14","14"
"664","20","mayorgrado","50","6000","18","18"
"669","20","mayorgrado","50","6000","14","14"
"667","20","mayorgrado","50","6000","17","17"
"668","20","mayorgrado","50","6000","16","16"
"670","20","mayorgrado","50","6000","15","15"
"671","20","mayorgrado","50","6000","16","16"
"672","20","mayorgrado","50","6000","14","14"
"674","20","mayorgrado","50","6000","15","15"
"675","20","mayorgrado","50","6000","15","15"
"673","20","mayorgrado","50","6000","23","23"
"676","20","mayorgrado","50","6000","14","14"
"677","20","mayorgrado","50","6000","16","16"
"678","20","mayorgrado","50","6000","15","15"
"679","20","mayorgrado","50","6000","15","15"
"682","20","mayorgrado","50","6000","15","15"
"680","20","mayorgrado","50","6000","17","17"
"681","20","mayorgrado","50","6000","16","16"
"683","20","mayorgrado","50","6000","16","16"
"685","20","mayorgrado","50","6000","17","17"
"684","20","mayorgrado","50","6000","19","19"
"686","20","mayorgrado","50","6000","20","20"
"687","20","mayorgrado","50","6000","19","19"
"689","20","mayorgrado","50","6000","16","16"
"691","20","mayorgrado","50","6000","15","15"
"688","20","mayorgrado","50","6000","21","21"
"690","20","mayorgrado","50","6000","19","19"
"692","20","mayorgrado","50","6000","18","18"
"693","20","mayorgrado","50","6000","16","16"
"694","20","mayorgrado","50","6000","15","15"
"695","20","mayorgrado","50","6000","14","14"
"697","20","mayorgrado","50","6000","15","15"
"696","20","mayorgrado","50","6000","17","17"
"698","20","mayorgrado","50","6000","16","16"
"699","20","mayorgrado","50","6000","16","16"
"700","20","mayorgrado","50","6000","13","13"
"702","20","mayorgrado","50","7000","16","16"
"701","20","mayorgrado","50","7000","14","14"
"704","20","mayorgrado","50","7000","14","14"
"703","20","mayorgrado","50","7000","19","19"
"705","20","mayorgrado","50","7000","16","16"
"706","20","mayorgrado","50","7000","17","17"
"708","20","mayorgrado","50","7000","15","15"
"707","20","mayorgrado","50","7000","20","20"
"710","20","mayorgrado","50","7000","17","17"
"709","20","mayorgrado","50","7000","19","19"
"711","20","mayorgrado","50","7000","18","18"
"712","20","mayorgrado","50","7000","13","13"
"713","20","mayorgrado","50","7000","14","14"
"714","20","mayorgrado","50","7000","18","18"
"715","20","mayorgrado","50","7000","14","14"
"716","20","mayorgrado","50","7000","15","15"
"717","20","mayorgrado","50","7000","19","19"
"718","20","mayorgrado","50","7000","20","20"
"720","20","mayorgrado","50","7000","15","15"
"721","20","mayorgrado","50","7000","14","14"
"719","20","mayorgrado","50","7000","21","21"
"723","20","mayorgrado","50","7000","15","15"
"724","20","mayorgrado","50","7000","14","14"
"722","20","mayorgrado","50","7000","20","20"
"727","20","mayorgrado","50","7000","15","15"
"725","20","mayorgrado","50","7000","18","18"
"726","20","mayorgrado","50","7000","18","18"
"728","20","mayorgrado","50","7000","18","18"
"730","20","mayorgrado","50","7000","13","13"
"729","20","mayorgrado","50","7000","19","19"
"731","20","mayorgrado","50","7000","13","13"
"732","20","mayorgrado","50","7000","17","17"
"735","20","mayorgrado","50","7000","13","13"
"733","20","mayorgrado","50","7000","15","15"
"734","20","mayorgrado","50","7000","19","19"
"736","20","mayorgrado","50","7000","16","16"
"739","20","mayorgrado","50","7000","15","15"
"737","20","mayorgrado","50","7000","17","17"
"740","20","mayorgrado","50","7000","14","14"
"738","20","mayorgrado","50","7000","19","19"
"742","20","mayorgrado","50","7000","15","15"
"743","20","mayorgrado","50","7000","19","19"
"741","20","mayorgrado","50","7000","22","22"
"745","20","mayorgrado","50","7000","16","16"
"744","20","mayorgrado","50","7000","22","22"
"748","20","mayorgrado","50","7000","14","14"
"747","20","mayorgrado","50","7000","15","15"
"746","20","mayorgrado","50","7000","20","20"
"749","20","mayorgrado","50","7000","18","18"
"750","20","mayorgrado","50","7000","16","16"
"754","20","mayorgrado","50","8000","14","14"
"751","20","mayorgrado","50","8000","17","17"
"752","20","mayorgrado","50","8000","16","16"
"755","20","mayorgrado","50","8000","16","16"
"753","20","mayorgrado","50","8000","16","16"
"756","20","mayorgrado","50","8000","20","20"
"757","20","mayorgrado","50","8000","16","16"
"758","20","mayorgrado","50","8000","17","17"
"760","20","mayorgrado","50","8000","16","16"
"759","20","mayorgrado","50","8000","17","17"
"763","20","mayorgrado","50","8000","14","14"
"761","20","mayorgrado","50","8000","18","18"
"762","20","mayorgrado","50","8000","17","17"
"764","20","mayorgrado","50","8000","15","15"
"765","20","mayorgrado","50","8000","16","16"
"767","20","mayorgrado","50","8000","14","14"
"768","20","mayorgrado","50","8000","15","15"
"769","20","mayorgrado","50","8000","14","14"
"770","20","mayorgrado","50","8000","14","14"
"771","20","mayorgrado","50","8000","15","15"
"766","20","mayorgrado","50","8000","21","21"
"772","20","mayorgrado","50","8000","15","15"
"773","20","mayorgrado","50","8000","15","15"
"774","20","mayorgrado","50","8000","17","17"
"776","20","mayorgrado","50","8000","14","14"
"777","20","mayorgrado","50","8000","14","14"
"779","20","mayorgrado","50","8000","14","14"
"778","20","mayorgrado","50","8000","17","17"
"775","20","mayorgrado","50","8000","20","20"
"780","20","mayorgrado","50","8000","16","16"
"781","20","mayorgrado","50","8000","16","16"
"783","20","mayorgrado","50","8000","14","14"
"784","20","mayorgrado","50","8000","14","14"
"782","20","mayorgrado","50","8000","16","16"
"785","20","mayorgrado","50","8000","19","19"
"787","20","mayorgrado","50","8000","17","17"
"788","20","mayorgrado","50","8000","16","16"
"786","20","mayorgrado","50","8000","20","20"
"789","20","mayorgrado","50","8000","16","16"
"792","20","mayorgrado","50","8000","15","15"
"791","20","mayorgrado","50","8000","15","15"
"790","20","mayorgrado","50","8000","19","19"
"794","20","mayorgrado","50","8000","13","13"
"793","20","mayorgrado","50","8000","15","15"
"795","20","mayorgrado","50","8000","15","15"
"796","20","mayorgrado","50","8000","18","18"
"798","20","mayorgrado","50","8000","15","15"
"799","20","mayorgrado","50","8000","18","18"
"797","20","mayorgrado","50","8000","18","18"
"800","20","mayorgrado","50","8000","18","18"
"801","20","mayorgrado","50","9000","14","14"
"802","20","mayorgrado","50","9000","15","15"
"803","20","mayorgrado","50","9000","17","17"
"805","20","mayorgrado","50","9000","15","15"
"804","20","mayorgrado","50","9000","19","19"
"807","20","mayorgrado","50","9000","17","17"
"806","20","mayorgrado","50","9000","18","18"
"810","20","mayorgrado","50","9000","15","15"
"809","20","mayorgrado","50","9000","16","16"
"808","20","mayorgrado","50","9000","19","19"
"811","20","mayorgrado","50","9000","17","17"
"813","20","mayorgrado","50","9000","16","16"
"812","20","mayorgrado","50","9000","17","17"
"814","20","mayorgrado","50","9000","15","15"
"815","20","mayorgrado","50","9000","18","18"
"816","20","mayorgrado","50","9000","17","17"
"817","20","mayorgrado","50","9000","17","17"
"818","20","mayorgrado","50","9000","15","15"
"819","20","mayorgrado","50","9000","16","16"
"821","20","mayorgrado","50","9000","14","14"
"820","20","mayorgrado","50","9000","18","18"
"822","20","mayorgrado","50","9000","14","14"
"823","20","mayorgrado","50","9000","17","17"
"825","20","mayorgrado","50","9000","17","17"
"824","20","mayorgrado","50","9000","17","17"
"826","20","mayorgrado","50","9000","18","18"
"827","20","mayorgrado","50","9000","15","15"
"828","20","mayorgrado","50","9000","16","16"
"829","20","mayorgrado","50","9000","17","17"
"830","20","mayorgrado","50","9000","17","17"
"832","20","mayorgrado","50","9000","15","15"
"834","20","mayorgrado","50","9000","14","14"
"831","20","mayorgrado","50","9000","19","19"
"835","20","mayorgrado","50","9000","19","19"
"837","20","mayorgrado","50","9000","18","18"
"836","20","mayorgrado","50","9000","20","20"
"833","20","mayorgrado","50","9000","26","26"
"839","20","mayorgrado","50","9000","16","16"
"838","20","mayorgrado","50","9000","20","20"
"840","20","mayorgrado","50","9000","17","17"
"841","20","mayorgrado","50","9000","14","14"
"842","20","mayorgrado","50","9000","15","15"
"843","20","mayorgrado","50","9000","15","15"
"844","20","mayorgrado","50","9000","19","19"
"845","20","mayorgrado","50","9000","15","15"
"846","20","mayorgrado","50","9000","16","16"
"849","20","mayorgrado","50","9000","13","13"
"848","20","mayorgrado","50","9000","14","14"
"847","20","mayorgrado","50","9000","20","20"
"851","20","mayorgrado","50","10000","18","18"
"850","20","mayorgrado","50","9000","18","18"
"852","20","mayorgrado","50","10000","18","18"
"853","20","mayorgrado","50","10000","16","16"
"854","20","mayorgrado","50","10000","17","17"
"855","20","mayorgrado","50","10000","17","17"
"856","20","mayorgrado","50","10000","17","17"
"857","20","mayorgrado","50","10000","16","16"
"859","20","mayorgrado","50","10000","14","14"
"858","20","mayorgrado","50","10000","18","18"
"860","20","mayorgrado","50","10000","13","13"
"862","20","mayorgrado","50","10000","17","17"
"861","20","mayorgrado","50","10000","17","17"
"863","20","mayorgrado","50","10000","13","13"
"865","20","mayorgrado","50","10000","20","20"
"864","20","mayorgrado","50","10000","24","24"
"866","20","mayorgrado","50","10000","16","16"
"867","20","mayorgrado","50","10000","15","15"
"868","20","mayorgrado","50","10000","17","17"
"869","20","mayorgrado","50","10000","18","18"
"870","20","mayorgrado","50","10000","17","17"
"871","20","mayorgrado","50","10000","16","16"
"873","20","mayorgrado","50","10000","14","14"
"874","20","mayorgrado","50","10000","15","15"
"872","20","mayorgrado","50","10000","17","17"
"875","20","mayorgrado","50","10000","18","18"
"876","20","mayorgrado","50","10000","17","17"
"878","20","mayorgrado","50","10000","15","15"
"877","20","mayorgrado","50","10000","18","18"
"879","20","mayorgrado","50","10000","17","17"
"881","20","mayorgrado","50","10000","15","15"
"882","20","mayorgrado","50","10000","15","15"
"880","20","mayorgrado","50","10000","19","19"
"883","20","mayorgrado","50","10000","16","16"
"884","20","mayorgrado","50","10000","18","18"
"885","20","mayorgrado","50","10000","17","17"
"887","20","mayorgrado","50","10000","16","16"
"886","20","mayorgrado","50","10000","18","18"
"888","20","mayorgrado","50","10000","15","15"
"890","20","mayorgrado","50","10000","15","15"
"891","20","mayorgrado","50","10000","17","17"
"889","20","mayorgrado","50","10000","21","21"
"893","20","mayorgrado","50","10000","16","16"
"892","20","mayorgrado","50","10000","21","21"
"895","20","mayorgrado","50","10000","17","17"
"894","20","mayorgrado","50","10000","18","18"
"901","20","random","50","5000","19","19"
"896","20","mayorgrado","50","10000","15","15"
"897","20","mayorgrado","50","10000","16","16"
"898","20","mayorgrado","50","10000","14","14"
"902","20","random","50","5000","19","19"
"899","20","mayorgrado","50","10000","14","14"
"903","20","random","50","5000","18","18"
"904","20","random","50","5000","18","18"
"905","20","random","50","5000","16","16"
"900","20","mayorgrado","50","10000","17","17"
"907","20","random","50","5000","19","19"
"908","20","random","50","5000","19","19"
"906","20","random","50","5000","25","25"
"909","20","random","50","5000","17","17"
"910","20","random","50","5000","20","20"
"911","20","random","50","5000","19","19"
"912","20","random","50","5000","20","20"
"914","20","random","50","5000","19","19"
"913","20","random","50","5000","18","18"
"916","20","random","50","5000","18","18"
"915","20","random","50","5000","20","20"
"918","20","random","50","5000","16","16"
"919","20","random","50","5000","17","17"
"917","20","random","50","5000","24","24"
"920","20","random","50","5000","21","21"
"921","20","random","50","5000","22","22"
"923","20","random","50","5000","17","17"
"924","20","random","50","5000","18","18"
"922","20","random","50","5000","21","21"
"926","20","random","50","5000","16","16"
"925","20","random","50","5000","17","17"
"927","20","random","50","5000","23","23"
"931","20","random","50","5000","17","17"
"928","20","random","50","5000","20","20"
"930","20","random","50","5000","18","18"
"933","20","random","50","5000","17","17"
"929","20","random","50","5000","26","26"
"934","20","random","50","5000","17","17"
"932","20","random","50","5000","22","22"
"935","20","random","50","5000","15","15"
"939","20","random","50","5000","16","16"
"938","20","random","50","5000","16","16"
"936","20","random","50","5000","19","19"
"937","20","random","50","5000","18","18"
"940","20","random","50","5000","19","19"
"941","20","random","50","5000","18","18"
"942","20","random","50","5000","19","19"
"944","20","random","50","5000","16","16"
"943","20","random","50","5000","16","16"
"946","20","random","50","5000","21","21"
"947","20","random","50","5000","19","19"
"945","20","random","50","5000","21","21"
"948","20","random","50","5000","19","19"
"950","20","random","50","5000","16","16"
"949","20","random","50","5000","20","20"
"951","20","random","50","6000","20","20"
"956","20","random","50","6000","17","17"
"955","20","random","50","6000","18","18"
"952","20","random","50","6000","21","21"
"953","20","random","50","6000","20","20"
"954","20","random","50","6000","19","19"
"957","20","random","50","6000","18","18"
"958","20","random","50","6000","19","19"
"959","20","random","50","6000","15","15"
"962","20","random","50","6000","16","16"
"961","20","random","50","6000","19","19"
"963","20","random","50","6000","17","17"
"960","20","random","50","6000","24","24"
"964","20","random","50","6000","19","19"
"965","20","random","50","6000","20","20"
"967","20","random","50","6000","17","17"
"966","20","random","50","6000","20","20"
"968","20","random","50","6000","18","18"
"970","20","random","50","6000","19","19"
"969","20","random","50","6000","19","19"
"972","20","random","50","6000","23","23"
"971","20","random","50","6000","28","28"
"973","20","random","50","6000","21","21"
"975","20","random","50","6000","19","19"
"974","20","random","50","6000","22","22"
"976","20","random","50","6000","18","18"
"977","20","random","50","6000","17","17"
"978","20","random","50","6000","16","16"
"981","20","random","50","6000","16","16"
"980","20","random","50","6000","20","20"
"979","20","random","50","6000","22","22"
"982","20","random","50","6000","16","16"
"983","20","random","50","6000","18","18"
"986","20","random","50","6000","17","17"
"984","20","random","50","6000","18","18"
"985","20","random","50","6000","19","19"
"987","20","random","50","6000","19","19"
"989","20","random","50","6000","18","18"
"988","20","random","50","6000","22","22"
"991","20","random","50","6000","19","19"
"990","20","random","50","6000","21","21"
"992","20","random","50","6000","19","19"
"993","20","random","50","6000","18","18"
"994","20","random","50","6000","23","23"
"995","20","random","50","6000","16","16"
"996","20","random","50","6000","20","20"
"998","20","random","50","6000","17","17"
"997","20","random","50","6000","21","21"
"999","20","random","50","6000","17","17"
"1000","20","random","50","6000","21","21"
"1001","20","random","50","7000","19","19"
"1002","20","random","50","7000","17","17"
"1003","20","random","50","7000","19","19"
"1006","20","random","50","7000","17","17"
"1004","20","random","50","7000","20","20"
"1007","20","random","50","7000","19","19"
"1005","20","random","50","7000","22","22"
"1008","20","random","50","7000","21","21"
"1009","20","random","50","7000","16","16"
"1010","20","random","50","7000","17","17"
"1011","20","random","50","7000","20","20"
"1012","20","random","50","7000","18","18"
"1013","20","random","50","7000","19","19"
"1015","20","random","50","7000","20","20"
"1014","20","random","50","7000","24","24"
"1016","20","random","50","7000","18","18"
"1018","20","random","50","7000","18","18"
"1017","20","random","50","7000","20","20"
"1019","20","random","50","7000","17","17"
"1021","20","random","50","7000","17","17"
"1020","20","random","50","7000","21","21"
"1022","20","random","50","7000","21","21"
"1024","20","random","50","7000","19","19"
"1023","20","random","50","7000","21","21"
"1026","20","random","50","7000","18","18"
"1025","20","random","50","7000","21","21"
"1027","20","random","50","7000","18","18"
"1029","20","random","50","7000","18","18"
"1028","20","random","50","7000","21","21"
"1030","20","random","50","7000","23","23"
"1034","20","random","50","7000","18","18"
"1033","20","random","50","7000","18","18"
"1032","20","random","50","7000","21","21"
"1031","20","random","50","7000","21","21"
"1036","20","random","50","7000","16","16"
"1035","20","random","50","7000","19","19"
"1037","20","random","50","7000","21","21"
"1038","20","random","50","7000","18","18"
"1039","20","random","50","7000","21","21"
"1040","20","random","50","7000","23","23"
"1041","20","random","50","7000","19","19"
"1042","20","random","50","7000","18","18"
"1044","20","random","50","7000","17","17"
"1043","20","random","50","7000","24","24"
"1046","20","random","50","7000","20","20"
"1045","20","random","50","7000","20","20"
"1047","20","random","50","7000","21","21"
"1050","20","random","50","7000","17","17"
"1049","20","random","50","7000","19","19"
"1048","20","random","50","7000","22","22"
"1051","20","random","50","8000","18","18"
"1052","20","random","50","8000","19","19"
"1053","20","random","50","8000","15","15"
"1055","20","random","50","8000","18","18"
"1054","20","random","50","8000","20","20"
"1057","20","random","50","8000","16","16"
"1056","20","random","50","8000","19","19"
"1059","20","random","50","8000","20","20"
"1058","20","random","50","8000","25","25"
"1061","20","random","50","8000","18","18"
"1060","20","random","50","8000","26","26"
"1062","20","random","50","8000","22","22"
"1063","20","random","50","8000","19","19"
"1064","20","random","50","8000","18","18"
"1065","20","random","50","8000","23","23"
"1066","20","random","50","8000","21","21"
"1067","20","random","50","8000","21","21"
"1068","20","random","50","8000","22","22"
"1069","20","random","50","8000","21","21"
"1071","20","random","50","8000","17","17"
"1070","20","random","50","8000","19","19"
"1072","20","random","50","8000","18","18"
"1073","20","random","50","8000","20","20"
"1074","20","random","50","8000","17","17"
"1075","20","random","50","8000","17","17"
"1079","20","random","50","8000","18","18"
"1076","20","random","50","8000","23","23"
"1078","20","random","50","8000","19","19"
"1077","20","random","50","8000","22","22"
"1080","20","random","50","8000","20","20"
"1082","20","random","50","8000","20","20"
"1081","20","random","50","8000","22","22"
"1083","20","random","50","8000","18","18"
"1084","20","random","50","8000","18","18"
"1087","20","random","50","8000","18","18"
"1085","20","random","50","8000","20","20"
"1086","20","random","50","8000","21","21"
"1088","20","random","50","8000","21","21"
"1089","20","random","50","8000","18","18"
"1092","20","random","50","8000","16","16"
"1090","20","random","50","8000","22","22"
"1094","20","random","50","8000","18","18"
"1095","20","random","50","8000","17","17"
"1091","20","random","50","8000","25","25"
"1093","20","random","50","8000","22","22"
"1096","20","random","50","8000","19","19"
"1097","20","random","50","8000","18","18"
"1099","20","random","50","8000","17","17"
"1098","20","random","50","8000","22","22"
"1100","20","random","50","8000","17","17"
"1102","20","random","50","9000","18","18"
"1101","20","random","50","9000","18","18"
"1103","20","random","50","9000","18","18"
"1104","20","random","50","9000","19","19"
"1106","20","random","50","9000","18","18"
"1105","20","random","50","9000","21","21"
"1107","20","random","50","9000","18","18"
"1108","20","random","50","9000","18","18"
"1110","20","random","50","9000","22","22"
"1111","20","random","50","9000","22","22"
"1109","20","random","50","9000","22","22"
"1112","20","random","50","9000","21","21"
"1113","20","random","50","9000","20","20"
"1115","20","random","50","9000","19","19"
"1118","20","random","50","9000","17","17"
"1114","20","random","50","9000","27","27"
"1116","20","random","50","9000","27","27"
"1119","20","random","50","9000","20","20"
"1117","20","random","50","9000","24","24"
"1120","20","random","50","9000","19","19"
"1122","20","random","50","9000","18","18"
"1121","20","random","50","9000","25","25"
"1123","20","random","50","9000","18","18"
"1124","20","random","50","9000","18","18"
"1125","20","random","50","9000","20","20"
"1126","20","random","50","9000","18","18"
"1127","20","random","50","9000","25","25"
"1128","20","random","50","9000","22","22"
"1129","20","random","50","9000","19","19"
"1133","20","random","50","9000","17","17"
"1134","20","random","50","9000","17","17"
"1131","20","random","50","9000","23","23"
"1130","20","random","50","9000","24","24"
"1132","20","random","50","9000","21","21"
"1137","20","random","50","9000","16","16"
"1136","20","random","50","9000","19","19"
"1135","20","random","50","9000","21","21"
"1138","20","random","50","9000","20","20"
"1139","20","random","50","9000","22","22"
"1141","20","random","50","9000","20","20"
"1140","20","random","50","9000","22","22"
"1142","20","random","50","9000","25","25"
"1143","20","random","50","9000","18","18"
"1145","20","random","50","9000","17","17"
"1144","20","random","50","9000","18","18"
"1147","20","random","50","9000","19","19"
"1146","20","random","50","9000","24","24"
"1148","20","random","50","9000","20","20"
"1149","20","random","50","9000","24","24"
"1150","20","random","50","9000","21","21"
"1152","20","random","50","10000","17","17"
"1151","20","random","50","10000","20","20"
"1153","20","random","50","10000","19","19"
"1155","20","random","50","10000","19","19"
"1154","20","random","50","10000","21","21"
"1156","20","random","50","10000","20","20"
"1158","20","random","50","10000","19","19"
"1157","20","random","50","10000","22","22"
"1160","20","random","50","10000","19","19"
"1159","20","random","50","10000","24","24"
"1161","20","random","50","10000","21","21"
"1162","20","random","50","10000","20","20"
"1164","20","random","50","10000","20","20"
"1163","20","random","50","10000","20","20"
"1166","20","random","50","10000","20","20"
"1167","20","random","50","10000","18","18"
"1165","20","random","50","10000","22","22"
"1169","20","random","50","10000","19","19"
"1168","20","random","50","10000","20","20"
"1170","20","random","50","10000","20","20"
"1171","20","random","50","10000","21","21"
"1173","20","random","50","10000","19","19"
"1172","20","random","50","10000","23","23"
"1175","20","random","50","10000","18","18"
"1174","20","random","50","10000","20","20"
"1176","20","random","50","10000","18","18"
"1177","20","random","50","10000","18","18"
"1178","20","random","50","10000","21","21"
"1180","20","random","50","10000","18","18"
"1183","20","random","50","10000","17","17"
"1179","20","random","50","10000","21","21"
"1182","20","random","50","10000","18","18"
"1185","20","random","50","10000","19","19"
"1181","20","random","50","10000","23","23"
"1184","20","random","50","10000","19","19"
"1186","20","random","50","10000","19","19"
"1187","20","random","50","10000","18","18"
"1190","20","random","50","10000","17","17"
"1189","20","random","50","10000","19","19"
"1188","20","random","50","10000","23","23"
"1193","20","random","50","10000","18","18"
"1191","20","random","50","10000","20","20"
"1192","20","random","50","10000","23","23"
"1194","20","random","50","10000","17","17"
"1201","30","mayorgrado","50","5000","15","15"
"1195","20","random","50","10000","21","21"
"1197","20","random","50","10000","18","18"
"1202","30","mayorgrado","50","5000","12","12"
"1196","20","random","50","10000","21","21"
"1198","20","random","50","10000","20","20"
"1203","30","mayorgrado","50","5000","14","14"
"1204","30","mayorgrado","50","5000","13","13"
"1199","20","random","50","10000","21","21"
"1206","30","mayorgrado","50","5000","12","12"
"1205","30","mayorgrado","50","5000","14","14"
"1200","20","random","50","10000","23","23"
"1209","30","mayorgrado","50","5000","11","11"
"1207","30","mayorgrado","50","5000","13","13"
"1210","30","mayorgrado","50","5000","12","12"
"1208","30","mayorgrado","50","5000","19","19"
"1211","30","mayorgrado","50","5000","13","13"
"1213","30","mayorgrado","50","5000","10","10"
"1212","30","mayorgrado","50","5000","13","13"
"1214","30","mayorgrado","50","5000","12","12"
"1215","30","mayorgrado","50","5000","13","13"
"1216","30","mayorgrado","50","5000","14","14"
"1217","30","mayorgrado","50","5000","13","13"
"1218","30","mayorgrado","50","5000","12","12"
"1219","30","mayorgrado","50","5000","14","14"
"1220","30","mayorgrado","50","5000","15","15"
"1222","30","mayorgrado","50","5000","13","13"
"1221","30","mayorgrado","50","5000","15","15"
"1223","30","mayorgrado","50","5000","12","12"
"1225","30","mayorgrado","50","5000","12","12"
"1226","30","mayorgrado","50","5000","13","13"
"1224","30","mayorgrado","50","5000","15","15"
"1228","30","mayorgrado","50","5000","12","12"
"1227","30","mayorgrado","50","5000","15","15"
"1230","30","mayorgrado","50","5000","12","12"
"1229","30","mayorgrado","50","5000","16","16"
"1232","30","mayorgrado","50","5000","12","12"
"1233","30","mayorgrado","50","5000","13","13"
"1231","30","mayorgrado","50","5000","14","14"
"1234","30","mayorgrado","50","5000","14","14"
"1236","30","mayorgrado","50","5000","11","11"
"1237","30","mayorgrado","50","5000","13","13"
"1235","30","mayorgrado","50","5000","15","15"
"1238","30","mayorgrado","50","5000","14","14"
"1239","30","mayorgrado","50","5000","14","14"
"1241","30","mayorgrado","50","5000","13","13"
"1242","30","mayorgrado","50","5000","12","12"
"1240","30","mayorgrado","50","5000","13","13"
"1244","30","mayorgrado","50","5000","11","11"
"1243","30","mayorgrado","50","5000","13","13"
"1245","30","mayorgrado","50","5000","13","13"
"1246","30","mayorgrado","50","5000","13","13"
"1247","30","mayorgrado","50","5000","12","12"
"1248","30","mayorgrado","50","5000","12","12"
"1250","30","mayorgrado","50","5000","14","14"
"1249","30","mayorgrado","50","5000","15","15"
"1251","30","mayorgrado","50","6000","15","15"
"1253","30","mayorgrado","50","6000","13","13"
"1252","30","mayorgrado","50","6000","15","15"
"1254","30","mayorgrado","50","6000","12","12"
"1255","30","mayorgrado","50","6000","15","15"
"1256","30","mayorgrado","50","6000","14","14"
"1258","30","mayorgrado","50","6000","13","13"
"1257","30","mayorgrado","50","6000","17","17"
"1259","30","mayorgrado","50","6000","15","15"
"1261","30","mayorgrado","50","6000","14","14"
"1262","30","mayorgrado","50","6000","14","14"
"1260","30","mayorgrado","50","6000","15","15"
"1263","30","mayorgrado","50","6000","12","12"
"1266","30","mayorgrado","50","6000","10","10"
"1264","30","mayorgrado","50","6000","13","13"
"1267","30","mayorgrado","50","6000","12","12"
"1265","30","mayorgrado","50","6000","18","18"
"1269","30","mayorgrado","50","6000","12","12"
"1268","30","mayorgrado","50","6000","14","14"
"1271","30","mayorgrado","50","6000","13","13"
"1272","30","mayorgrado","50","6000","13","13"
"1270","30","mayorgrado","50","6000","17","17"
"1273","30","mayorgrado","50","6000","12","12"
"1274","30","mayorgrado","50","6000","13","13"
"1275","30","mayorgrado","50","6000","14","14"
"1276","30","mayorgrado","50","6000","13","13"
"1279","30","mayorgrado","50","6000","11","11"
"1280","30","mayorgrado","50","6000","13","13"
"1278","30","mayorgrado","50","6000","14","14"
"1277","30","mayorgrado","50","6000","16","16"
"1281","30","mayorgrado","50","6000","15","15"
"1282","30","mayorgrado","50","6000","15","15"
"1283","30","mayorgrado","50","6000","12","12"
"1285","30","mayorgrado","50","6000","12","12"
"1287","30","mayorgrado","50","6000","11","11"
"1286","30","mayorgrado","50","6000","13","13"
"1288","30","mayorgrado","50","6000","12","12"
"1284","30","mayorgrado","50","6000","20","20"
"1290","30","mayorgrado","50","6000","13","13"
"1289","30","mayorgrado","50","6000","14","14"
"1291","30","mayorgrado","50","6000","14","14"
"1293","30","mayorgrado","50","6000","11","11"
"1292","30","mayorgrado","50","6000","16","16"
"1295","30","mayorgrado","50","6000","15","15"
"1296","30","mayorgrado","50","6000","13","13"
"1294","30","mayorgrado","50","6000","17","17"
"1297","30","mayorgrado","50","6000","13","13"
"1298","30","mayorgrado","50","6000","12","12"
"1299","30","mayorgrado","50","6000","12","12"
"1300","30","mayorgrado","50","6000","15","15"
"1303","30","mayorgrado","50","7000","13","13"
"1302","30","mayorgrado","50","7000","12","12"
"1301","30","mayorgrado","50","7000","15","15"
"1304","30","mayorgrado","50","7000","15","15"
"1305","30","mayorgrado","50","7000","15","15"
"1306","30","mayorgrado","50","7000","14","14"
"1307","30","mayorgrado","50","7000","13","13"
"1308","30","mayorgrado","50","7000","13","13"
"1309","30","mayorgrado","50","7000","15","15"
"1310","30","mayorgrado","50","7000","15","15"
"1311","30","mayorgrado","50","7000","15","15"
"1314","30","mayorgrado","50","7000","12","12"
"1313","30","mayorgrado","50","7000","13","13"
"1315","30","mayorgrado","50","7000","12","12"
"1312","30","mayorgrado","50","7000","17","17"
"1316","30","mayorgrado","50","7000","15","15"
"1318","30","mayorgrado","50","7000","12","12"
"1319","30","mayorgrado","50","7000","14","14"
"1320","30","mayorgrado","50","7000","12","12"
"1321","30","mayorgrado","50","7000","13","13"
"1317","30","mayorgrado","50","7000","19","19"
"1323","30","mayorgrado","50","7000","13","13"
"1322","30","mayorgrado","50","7000","14","14"
"1324","30","mayorgrado","50","7000","15","15"
"1325","30","mayorgrado","50","7000","14","14"
"1328","30","mayorgrado","50","7000","12","12"
"1327","30","mayorgrado","50","7000","13","13"
"1326","30","mayorgrado","50","7000","17","17"
"1329","30","mayorgrado","50","7000","14","14"
"1330","30","mayorgrado","50","7000","15","15"
"1331","30","mayorgrado","50","7000","15","15"
"1332","30","mayorgrado","50","7000","15","15"
"1334","30","mayorgrado","50","7000","12","12"
"1335","30","mayorgrado","50","7000","11","11"
"1333","30","mayorgrado","50","7000","15","15"
"1336","30","mayorgrado","50","7000","13","13"
"1339","30","mayorgrado","50","7000","13","13"
"1337","30","mayorgrado","50","7000","15","15"
"1338","30","mayorgrado","50","7000","14","14"
"1340","30","mayorgrado","50","7000","13","13"
"1342","30","mayorgrado","50","7000","12","12"
"1341","30","mayorgrado","50","7000","14","14"
