"BehaviorSpace results (NetLogo 6.2.1)"
"Vacunación-CompGigante.nlogo"
"Vacunación-ComGigante"
"05/08/2022 23:38:55:795 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-26","26","-16","16"
"[run number]","porc-iniciales","tipo-iniciales","num-nodos","[step]","tamaño-gigante"
"320","10","mayorgrado","200","19","4"
"322","10","mayorgrado","300","2","86"
"321","10","mayorgrado","300","11","9"
"323","10","mayorgrado","300","0","300"
"322","10","mayorgrado","300","3","86"
"321","10","mayorgrado","300","12","9"
"323","10","mayorgrado","300","1","132"
"322","10","mayorgrado","300","4","86"
"324","10","mayorgrado","300","0","300"
"321","10","mayorgrado","300","13","9"
"323","10","mayorgrado","300","2","105"
"322","10","mayorgrado","300","5","27"
"321","10","mayorgrado","300","14","9"
"323","10","mayorgrado","300","3","85"
"322","10","mayorgrado","300","6","21"
"321","10","mayorgrado","300","15","9"
"323","10","mayorgrado","300","4","62"
"322","10","mayorgrado","300","7","17"
"321","10","mayorgrado","300","16","9"
"322","10","mayorgrado","300","8","17"
"321","10","mayorgrado","300","17","9"
"323","10","mayorgrado","300","5","50"
"321","10","mayorgrado","300","18","9"
"323","10","mayorgrado","300","6","32"
"322","10","mayorgrado","300","9","17"
"321","10","mayorgrado","300","19","9"
"323","10","mayorgrado","300","7","21"
"322","10","mayorgrado","300","10","14"
"321","10","mayorgrado","300","20","9"
"297","6","eigen","300","12","120"
"322","10","mayorgrado","300","11","14"
"321","10","mayorgrado","300","21","8"
"322","10","mayorgrado","300","12","14"
"322","10","mayorgrado","300","13","12"
"321","10","mayorgrado","300","22","8"
"322","10","mayorgrado","300","14","12"
"321","10","mayorgrado","300","23","8"
"322","10","mayorgrado","300","15","12"
"321","10","mayorgrado","300","24","8"
"322","10","mayorgrado","300","16","12"
"322","10","mayorgrado","300","17","10"
"300","6","eigen","300","5","94"
"321","10","mayorgrado","300","25","6"
"324","10","mayorgrado","300","1","172"
"299","6","eigen","300","8","51"
"322","10","mayorgrado","300","18","10"
"324","10","mayorgrado","300","2","50"
"321","10","mayorgrado","300","26","6"
"324","10","mayorgrado","300","3","50"
"322","10","mayorgrado","300","19","10"
"324","10","mayorgrado","300","4","50"
"321","10","mayorgrado","300","27","6"
"324","10","mayorgrado","300","5","34"
"322","10","mayorgrado","300","20","10"
"324","10","mayorgrado","300","6","34"
"321","10","mayorgrado","300","28","6"
"321","10","mayorgrado","300","29","6"
"322","10","mayorgrado","300","21","10"
"324","10","mayorgrado","300","7","34"
"322","10","mayorgrado","300","22","10"
"324","10","mayorgrado","300","8","24"
"322","10","mayorgrado","300","23","10"
"325","10","mayorgrado","300","0","300"
"324","10","mayorgrado","300","9","24"
"325","10","mayorgrado","300","1","72"
"324","10","mayorgrado","300","10","24"
"325","10","mayorgrado","300","2","72"
"324","10","mayorgrado","300","11","24"
"325","10","mayorgrado","300","3","72"
"324","10","mayorgrado","300","12","24"
"325","10","mayorgrado","300","4","72"
"322","10","mayorgrado","300","24","10"
"324","10","mayorgrado","300","13","24"
"325","10","mayorgrado","300","5","51"
"322","10","mayorgrado","300","25","10"
"324","10","mayorgrado","300","14","24"
"325","10","mayorgrado","300","6","39"
"322","10","mayorgrado","300","26","8"
"324","10","mayorgrado","300","15","19"
"325","10","mayorgrado","300","7","39"
"322","10","mayorgrado","300","27","8"
"297","6","eigen","300","13","120"
"324","10","mayorgrado","300","16","15"
"325","10","mayorgrado","300","8","19"
"322","10","mayorgrado","300","28","8"
"324","10","mayorgrado","300","17","15"
"325","10","mayorgrado","300","9","19"
"323","10","mayorgrado","300","8","21"
"322","10","mayorgrado","300","29","5"
"300","6","eigen","300","6","94"
"299","6","eigen","300","9","51"
"325","10","mayorgrado","300","10","19"
"324","10","mayorgrado","300","18","15"
"298","6","eigen","300","11","82"
"324","10","mayorgrado","300","19","15"
"326","10","mayorgrado","300","0","300"
"323","10","mayorgrado","300","9","21"
"325","10","mayorgrado","300","11","19"
"326","10","mayorgrado","300","1","116"
"325","10","mayorgrado","300","12","19"
"326","10","mayorgrado","300","2","116"
"325","10","mayorgrado","300","13","19"
"324","10","mayorgrado","300","20","15"
"325","10","mayorgrado","300","14","19"
"326","10","mayorgrado","300","3","51"
"324","10","mayorgrado","300","21","15"
"325","10","mayorgrado","300","15","15"
"326","10","mayorgrado","300","4","26"
"323","10","mayorgrado","300","10","21"
"324","10","mayorgrado","300","22","15"
"325","10","mayorgrado","300","16","15"
"324","10","mayorgrado","300","23","15"
"326","10","mayorgrado","300","5","26"
"323","10","mayorgrado","300","11","21"
"325","10","mayorgrado","300","17","10"
"326","10","mayorgrado","300","6","26"
"324","10","mayorgrado","300","24","13"
"325","10","mayorgrado","300","18","10"
"326","10","mayorgrado","300","7","26"
"325","10","mayorgrado","300","19","10"
"324","10","mayorgrado","300","25","13"
"323","10","mayorgrado","300","12","21"
"325","10","mayorgrado","300","20","10"
"326","10","mayorgrado","300","8","23"
"325","10","mayorgrado","300","21","8"
"324","10","mayorgrado","300","26","13"
"326","10","mayorgrado","300","9","14"
"297","6","eigen","300","14","120"
"325","10","mayorgrado","300","22","6"
"326","10","mayorgrado","300","10","14"
"324","10","mayorgrado","300","27","8"
"325","10","mayorgrado","300","23","6"
"326","10","mayorgrado","300","11","14"
"324","10","mayorgrado","300","28","8"
"325","10","mayorgrado","300","24","6"
"323","10","mayorgrado","300","13","21"
"325","10","mayorgrado","300","25","6"
"326","10","mayorgrado","300","12","14"
"324","10","mayorgrado","300","29","6"
"326","10","mayorgrado","300","13","9"
"298","6","eigen","300","12","82"
"326","10","mayorgrado","300","14","9"
"323","10","mayorgrado","300","14","21"
"326","10","mayorgrado","300","15","9"
"325","10","mayorgrado","300","26","6"
"326","10","mayorgrado","300","16","9"
"325","10","mayorgrado","300","27","6"
"326","10","mayorgrado","300","17","9"
"325","10","mayorgrado","300","28","6"
"323","10","mayorgrado","300","15","21"
"327","10","mayorgrado","300","0","300"
"326","10","mayorgrado","300","18","9"
"325","10","mayorgrado","300","29","6"
"327","10","mayorgrado","300","1","194"
"326","10","mayorgrado","300","19","9"
"323","10","mayorgrado","300","16","21"
"326","10","mayorgrado","300","20","9"
"328","10","mayorgrado","300","0","300"
"327","10","mayorgrado","300","2","70"
"326","10","mayorgrado","300","21","8"
"328","10","mayorgrado","300","1","154"
"327","10","mayorgrado","300","3","41"
"326","10","mayorgrado","300","22","8"
"323","10","mayorgrado","300","17","11"
"328","10","mayorgrado","300","2","39"
"327","10","mayorgrado","300","4","41"
"326","10","mayorgrado","300","23","7"
"323","10","mayorgrado","300","18","11"
"328","10","mayorgrado","300","3","34"
"326","10","mayorgrado","300","24","7"
"327","10","mayorgrado","300","5","41"
"323","10","mayorgrado","300","19","11"
"326","10","mayorgrado","300","25","7"
"328","10","mayorgrado","300","4","30"
"327","10","mayorgrado","300","6","41"
"323","10","mayorgrado","300","20","11"
"326","10","mayorgrado","300","26","7"
"328","10","mayorgrado","300","5","27"
"327","10","mayorgrado","300","7","41"
"323","10","mayorgrado","300","21","11"
"326","10","mayorgrado","300","27","7"
"327","10","mayorgrado","300","8","22"
"328","10","mayorgrado","300","6","27"
"323","10","mayorgrado","300","22","11"
"327","10","mayorgrado","300","9","22"
"323","10","mayorgrado","300","23","6"
"326","10","mayorgrado","300","28","5"
"328","10","mayorgrado","300","7","27"
"297","6","eigen","300","15","120"
"323","10","mayorgrado","300","24","6"
"326","10","mayorgrado","300","29","4"
"327","10","mayorgrado","300","10","22"
"328","10","mayorgrado","300","8","27"
"323","10","mayorgrado","300","25","6"
"328","10","mayorgrado","300","9","27"
"323","10","mayorgrado","300","26","6"
"328","10","mayorgrado","300","10","27"
"323","10","mayorgrado","300","27","6"
"329","10","mayorgrado","300","0","300"
"323","10","mayorgrado","300","28","6"
"328","10","mayorgrado","300","11","19"
"323","10","mayorgrado","300","29","6"
"328","10","mayorgrado","300","12","19"
"329","10","mayorgrado","300","1","191"
"329","10","mayorgrado","300","2","85"
"328","10","mayorgrado","300","13","19"
"330","10","mayorgrado","300","0","300"
"328","10","mayorgrado","300","14","19"
"298","6","eigen","300","13","82"
"329","10","mayorgrado","300","3","85"
"327","10","mayorgrado","300","11","22"
"328","10","mayorgrado","300","15","19"
"330","10","mayorgrado","300","1","186"
"329","10","mayorgrado","300","4","44"
"328","10","mayorgrado","300","16","19"
"327","10","mayorgrado","300","12","17"
"300","6","eigen","300","7","94"
"330","10","mayorgrado","300","2","103"
"329","10","mayorgrado","300","5","44"
"328","10","mayorgrado","300","17","19"
"327","10","mayorgrado","300","13","17"
"330","10","mayorgrado","300","3","66"
"329","10","mayorgrado","300","6","27"
"328","10","mayorgrado","300","18","13"
"327","10","mayorgrado","300","14","17"
"330","10","mayorgrado","300","4","66"
"329","10","mayorgrado","300","7","27"
"328","10","mayorgrado","300","19","13"
"327","10","mayorgrado","300","15","17"
"330","10","mayorgrado","300","5","51"
"329","10","mayorgrado","300","8","27"
"328","10","mayorgrado","300","20","13"
"327","10","mayorgrado","300","16","17"
"330","10","mayorgrado","300","6","40"
"329","10","mayorgrado","300","9","15"
"328","10","mayorgrado","300","21","13"
"327","10","mayorgrado","300","17","17"
"330","10","mayorgrado","300","7","29"
"329","10","mayorgrado","300","10","15"
"299","6","eigen","300","10","51"
"327","10","mayorgrado","300","18","17"
"328","10","mayorgrado","300","22","8"
"329","10","mayorgrado","300","11","15"
"330","10","mayorgrado","300","8","22"
"328","10","mayorgrado","300","23","8"
"327","10","mayorgrado","300","19","17"
"329","10","mayorgrado","300","12","15"
"328","10","mayorgrado","300","24","8"
"327","10","mayorgrado","300","20","17"
"330","10","mayorgrado","300","9","22"
"329","10","mayorgrado","300","13","15"
"328","10","mayorgrado","300","25","8"
"327","10","mayorgrado","300","21","17"
"297","6","eigen","300","16","120"
"330","10","mayorgrado","300","10","22"
"329","10","mayorgrado","300","14","15"
"328","10","mayorgrado","300","26","8"
"327","10","mayorgrado","300","22","8"
"330","10","mayorgrado","300","11","22"
"329","10","mayorgrado","300","15","15"
"328","10","mayorgrado","300","27","8"
"327","10","mayorgrado","300","23","8"
"330","10","mayorgrado","300","12","22"
"329","10","mayorgrado","300","16","15"
"327","10","mayorgrado","300","24","8"
"330","10","mayorgrado","300","13","15"
"328","10","mayorgrado","300","28","8"
"329","10","mayorgrado","300","17","9"
"327","10","mayorgrado","300","25","8"
"328","10","mayorgrado","300","29","8"
"330","10","mayorgrado","300","14","15"
"329","10","mayorgrado","300","18","8"
"327","10","mayorgrado","300","26","8"
"298","6","eigen","300","14","82"
"327","10","mayorgrado","300","27","8"
"331","10","random","100","0","100"
"330","10","mayorgrado","300","15","15"
"329","10","mayorgrado","300","19","7"
"331","10","random","100","1","99"
"331","10","random","100","2","98"
"327","10","mayorgrado","300","28","8"
"330","10","mayorgrado","300","16","13"
"331","10","random","100","3","94"
"329","10","mayorgrado","300","20","7"
"331","10","random","100","4","89"
"327","10","mayorgrado","300","29","8"
"331","10","random","100","5","69"
"331","10","random","100","6","68"
"329","10","mayorgrado","300","21","7"
"331","10","random","100","7","66"
"331","10","random","100","8","65"
"329","10","mayorgrado","300","22","6"
"330","10","mayorgrado","300","17","13"
"300","6","eigen","300","8","94"
"331","10","random","100","9","64"
"332","10","random","100","0","100"
"332","10","random","100","1","99"
"333","10","random","100","0","100"
"330","10","mayorgrado","300","18","13"
"329","10","mayorgrado","300","23","6"
"333","10","random","100","1","83"
"332","10","random","100","2","96"
"333","10","random","100","2","81"
"332","10","random","100","3","93"
"333","10","random","100","3","79"
"329","10","mayorgrado","300","24","6"
"332","10","random","100","4","92"
"333","10","random","100","4","76"
"330","10","mayorgrado","300","19","13"
"332","10","random","100","5","86"
"333","10","random","100","5","75"
"329","10","mayorgrado","300","25","6"
"332","10","random","100","6","85"
"330","10","mayorgrado","300","20","13"
"332","10","random","100","7","72"
"329","10","mayorgrado","300","26","6"
"333","10","random","100","6","74"
"332","10","random","100","8","68"
"332","10","random","100","9","67"
"330","10","mayorgrado","300","21","8"
"329","10","mayorgrado","300","27","6"
"299","6","eigen","300","11","51"
"334","10","random","100","0","100"
"333","10","random","100","7","73"
"330","10","mayorgrado","300","22","7"
"334","10","random","100","1","95"
"297","6","eigen","300","17","120"
"333","10","random","100","8","72"
"329","10","mayorgrado","300","28","6"
"333","10","random","100","9","66"
"334","10","random","100","2","92"
"330","10","mayorgrado","300","23","7"
"334","10","random","100","3","91"
"335","10","random","100","0","100"
"329","10","mayorgrado","300","29","6"
"336","10","random","100","0","100"
"335","10","random","100","1","96"
"336","10","random","100","1","99"
"334","10","random","100","4","91"
"335","10","random","100","2","95"
"330","10","mayorgrado","300","24","7"
"336","10","random","100","2","98"
"334","10","random","100","5","90"
"337","10","random","100","0","100"
"335","10","random","100","3","93"
"336","10","random","100","3","96"
"334","10","random","100","6","89"
"337","10","random","100","1","95"
"335","10","random","100","4","91"
"336","10","random","100","4","95"
"334","10","random","100","7","88"
"337","10","random","100","2","94"
"335","10","random","100","5","87"
"330","10","mayorgrado","300","25","7"
"336","10","random","100","5","91"
"334","10","random","100","8","87"
"337","10","random","100","3","93"
"335","10","random","100","6","86"
"336","10","random","100","6","91"
"337","10","random","100","4","92"
"335","10","random","100","7","85"
"334","10","random","100","9","85"
"336","10","random","100","7","84"
"335","10","random","100","8","84"
"336","10","random","100","8","83"
"337","10","random","100","5","91"
"330","10","mayorgrado","300","26","7"
"336","10","random","100","9","82"
"335","10","random","100","9","77"
"337","10","random","100","6","90"
"330","10","mayorgrado","300","27","7"
"298","6","eigen","300","15","82"
"337","10","random","100","7","89"
"340","10","random","100","0","100"
"339","10","random","100","0","100"
"337","10","random","100","8","87"
"337","10","random","100","9","86"
"330","10","mayorgrado","300","28","7"
"339","10","random","100","1","98"
"339","10","random","100","2","97"
"330","10","mayorgrado","300","29","7"
"339","10","random","100","3","88"
"338","10","random","100","0","100"
"341","10","random","200","0","200"
"338","10","random","100","1","97"
"339","10","random","100","4","87"
"338","10","random","100","2","96"
"339","10","random","100","5","86"
"341","10","random","200","1","196"
"338","10","random","100","3","95"
"338","10","random","100","4","93"
"339","10","random","100","6","83"
"342","10","random","200","0","200"
"341","10","random","200","2","194"
"338","10","random","100","5","92"
"339","10","random","100","7","82"
"338","10","random","100","6","86"
"342","10","random","200","1","198"
"339","10","random","100","8","81"
"341","10","random","200","3","193"
"338","10","random","100","7","85"
"339","10","random","100","9","80"
"342","10","random","200","2","46"
"341","10","random","200","4","192"
"338","10","random","100","8","84"
"338","10","random","100","9","79"
"340","10","random","100","1","99"
"342","10","random","200","3","46"
"341","10","random","200","5","191"
"340","10","random","100","2","97"
"343","10","random","200","0","200"
"342","10","random","200","4","46"
"340","10","random","100","3","96"
"340","10","random","100","4","85"
"341","10","random","200","6","190"
"343","10","random","200","1","192"
"342","10","random","200","5","46"
"344","10","random","200","0","200"
"341","10","random","200","7","189"
"340","10","random","100","5","84"
"343","10","random","200","2","191"
"342","10","random","200","6","45"
"340","10","random","100","6","84"
"341","10","random","200","8","188"
"340","10","random","100","7","61"
"344","10","random","200","1","199"
"343","10","random","200","3","189"
"342","10","random","200","7","45"
"340","10","random","100","8","58"
"341","10","random","200","9","187"
"344","10","random","200","2","198"
"340","10","random","100","9","55"
"343","10","random","200","4","184"
"342","10","random","200","8","43"
"341","10","random","200","10","186"
"344","10","random","200","3","186"
"343","10","random","200","5","183"
"342","10","random","200","9","43"
"344","10","random","200","4","186"
"343","10","random","200","6","182"
"342","10","random","200","10","43"
"345","10","random","200","0","200"
"344","10","random","200","5","183"
"343","10","random","200","7","182"
"342","10","random","200","11","42"
"345","10","random","200","1","196"
"344","10","random","200","6","182"
"343","10","random","200","8","181"
"342","10","random","200","12","42"
"345","10","random","200","2","193"
"344","10","random","200","7","180"
"342","10","random","200","13","42"
"343","10","random","200","9","180"
"345","10","random","200","3","191"
"344","10","random","200","8","179"
"342","10","random","200","14","41"
"343","10","random","200","10","177"
"344","10","random","200","9","178"
"345","10","random","200","4","190"
"342","10","random","200","15","41"
"343","10","random","200","11","176"
"344","10","random","200","10","177"
"341","10","random","200","11","180"
"345","10","random","200","5","189"
"342","10","random","200","16","41"
"344","10","random","200","11","176"
"343","10","random","200","12","175"
"345","10","random","200","6","188"
"341","10","random","200","12","179"
"342","10","random","200","17","41"
"344","10","random","200","12","174"
"345","10","random","200","7","187"
"343","10","random","200","13","172"
"341","10","random","200","13","176"
"342","10","random","200","18","38"
"345","10","random","200","8","186"
"343","10","random","200","14","171"
"344","10","random","200","13","171"
"341","10","random","200","14","166"
"342","10","random","200","19","38"
"343","10","random","200","15","170"
"345","10","random","200","9","185"
"341","10","random","200","15","166"
"344","10","random","200","14","170"
"345","10","random","200","10","184"
"344","10","random","200","15","169"
"341","10","random","200","16","161"
"343","10","random","200","16","169"
"346","10","random","200","0","200"
"345","10","random","200","11","183"
"344","10","random","200","16","167"
"341","10","random","200","17","161"
"299","6","eigen","300","12","51"
"343","10","random","200","17","169"
"346","10","random","200","1","197"
"341","10","random","200","18","161"
"345","10","random","200","12","182"
"343","10","random","200","18","168"
"346","10","random","200","2","189"
"341","10","random","200","19","157"
"345","10","random","200","13","181"
"343","10","random","200","19","160"
"346","10","random","200","3","188"
"345","10","random","200","14","180"
"344","10","random","200","17","161"
"346","10","random","200","4","175"
"344","10","random","200","18","161"
"345","10","random","200","15","179"
"348","10","random","200","0","200"
"347","10","random","200","0","200"
"346","10","random","200","5","174"
"348","10","random","200","1","199"
"345","10","random","200","16","175"
"344","10","random","200","19","160"
"347","10","random","200","1","199"
"346","10","random","200","6","166"
"348","10","random","200","2","188"
"345","10","random","200","17","174"
"347","10","random","200","2","198"
"346","10","random","200","7","165"
"348","10","random","200","3","187"
"345","10","random","200","18","174"
"347","10","random","200","3","197"
"346","10","random","200","8","161"
"348","10","random","200","4","186"
"345","10","random","200","19","173"
"300","6","eigen","300","9","94"
"347","10","random","200","4","193"
"346","10","random","200","9","160"
"349","10","random","200","0","200"
"348","10","random","200","5","184"
"347","10","random","200","5","192"
"349","10","random","200","1","192"
"346","10","random","200","10","160"
"349","10","random","200","2","191"
"346","10","random","200","11","159"
"350","10","random","200","0","200"
"347","10","random","200","6","191"
"348","10","random","200","6","183"
"349","10","random","200","3","154"
"346","10","random","200","12","158"
"347","10","random","200","7","190"
"348","10","random","200","7","182"
"350","10","random","200","1","195"
"349","10","random","200","4","152"
"346","10","random","200","13","153"
"348","10","random","200","8","181"
"347","10","random","200","8","188"
"350","10","random","200","2","194"
"349","10","random","200","5","151"
"350","10","random","200","3","192"
"348","10","random","200","9","176"
"346","10","random","200","14","141"
"347","10","random","200","9","187"
"349","10","random","200","6","150"
"350","10","random","200","4","191"
"347","10","random","200","10","186"
"346","10","random","200","15","140"
"348","10","random","200","10","175"
"349","10","random","200","7","149"
"350","10","random","200","5","190"
"347","10","random","200","11","185"
"346","10","random","200","16","139"
"348","10","random","200","11","172"
"350","10","random","200","6","189"
"347","10","random","200","12","184"
"349","10","random","200","8","148"
"346","10","random","200","17","138"
"348","10","random","200","12","171"
"347","10","random","200","13","182"
"350","10","random","200","7","185"
"349","10","random","200","9","148"
"346","10","random","200","18","138"
"348","10","random","200","13","111"
"350","10","random","200","8","184"
"347","10","random","200","14","181"
"349","10","random","200","10","148"
"346","10","random","200","19","138"
"348","10","random","200","14","111"
"349","10","random","200","11","147"
"350","10","random","200","9","183"
"347","10","random","200","15","180"
"348","10","random","200","15","111"
"349","10","random","200","12","146"
"347","10","random","200","16","179"
"350","10","random","200","10","182"
"348","10","random","200","16","111"
"349","10","random","200","13","145"
"347","10","random","200","17","178"
"350","10","random","200","11","179"
"348","10","random","200","17","109"
"349","10","random","200","14","143"
"351","10","random","300","0","300"
"347","10","random","200","18","177"
"350","10","random","200","12","178"
"348","10","random","200","18","109"
"347","10","random","200","19","175"
"350","10","random","200","13","177"
"349","10","random","200","15","142"
"348","10","random","200","19","87"
"351","10","random","300","1","297"
"349","10","random","200","16","141"
"350","10","random","200","14","161"
"299","6","eigen","300","13","51"
"350","10","random","200","15","159"
"349","10","random","200","17","141"
"351","10","random","300","2","292"
"349","10","random","200","18","140"
"350","10","random","200","16","158"
"353","10","random","300","0","300"
"352","10","random","300","0","300"
"351","10","random","300","3","291"
"349","10","random","200","19","139"
"350","10","random","200","17","157"
"353","10","random","300","1","299"
"352","10","random","300","1","296"
"350","10","random","200","18","157"
"351","10","random","300","4","287"
"350","10","random","200","19","155"
"353","10","random","300","2","298"
"351","10","random","300","5","286"
"352","10","random","300","2","295"
"351","10","random","300","6","285"
"352","10","random","300","3","294"
"354","10","random","300","0","300"
"298","6","eigen","300","16","82"
"355","10","random","300","0","300"
"352","10","random","300","4","293"
"351","10","random","300","7","284"
"353","10","random","300","3","297"
"354","10","random","300","1","299"
"351","10","random","300","8","283"
"355","10","random","300","1","299"
"353","10","random","300","4","296"
"354","10","random","300","2","288"
"351","10","random","300","9","280"
"352","10","random","300","5","290"
"300","6","eigen","300","10","94"
"355","10","random","300","2","298"
"354","10","random","300","3","287"
"351","10","random","300","10","279"
"352","10","random","300","6","287"
"353","10","random","300","5","295"
"355","10","random","300","3","296"
"354","10","random","300","4","286"
"351","10","random","300","11","278"
"353","10","random","300","6","294"
"352","10","random","300","7","284"
"354","10","random","300","5","284"
"355","10","random","300","4","295"
"353","10","random","300","7","293"
"352","10","random","300","8","283"
"351","10","random","300","12","277"
"354","10","random","300","6","281"
"352","10","random","300","9","283"
"351","10","random","300","13","276"
"354","10","random","300","7","279"
"355","10","random","300","5","294"
"353","10","random","300","8","290"
"352","10","random","300","10","280"
"351","10","random","300","14","275"
"355","10","random","300","6","290"
"353","10","random","300","9","289"
"354","10","random","300","8","278"
"352","10","random","300","11","279"
"351","10","random","300","15","274"
"355","10","random","300","7","289"
"354","10","random","300","9","277"
"353","10","random","300","10","288"
"352","10","random","300","12","207"
"351","10","random","300","16","271"
"354","10","random","300","10","276"
"355","10","random","300","8","288"
"351","10","random","300","17","270"
"353","10","random","300","11","287"
"354","10","random","300","11","275"
"352","10","random","300","13","204"
"299","6","eigen","300","14","51"
"355","10","random","300","9","275"
"351","10","random","300","18","270"
"354","10","random","300","12","274"
"353","10","random","300","12","286"
"352","10","random","300","14","202"
"351","10","random","300","19","269"
"355","10","random","300","10","274"
"354","10","random","300","13","273"
"353","10","random","300","13","285"
"352","10","random","300","15","201"
"351","10","random","300","20","268"
"355","10","random","300","11","273"
"354","10","random","300","14","260"
"353","10","random","300","14","283"
"352","10","random","300","16","201"
"351","10","random","300","21","267"
"355","10","random","300","12","272"
"354","10","random","300","15","255"
"353","10","random","300","15","282"
"352","10","random","300","17","199"
"354","10","random","300","16","254"
"355","10","random","300","13","268"
"351","10","random","300","22","266"
"353","10","random","300","16","281"
"352","10","random","300","18","199"
"354","10","random","300","17","251"
"351","10","random","300","23","265"
"355","10","random","300","14","267"
"353","10","random","300","17","280"
"352","10","random","300","19","198"
"354","10","random","300","18","250"
"351","10","random","300","24","264"
"355","10","random","300","15","222"
"353","10","random","300","18","279"
"298","6","eigen","300","17","82"
"352","10","random","300","20","198"
"351","10","random","300","25","262"
"354","10","random","300","19","248"
"355","10","random","300","16","221"
"353","10","random","300","19","277"
"352","10","random","300","21","197"
"351","10","random","300","26","261"
"354","10","random","300","20","248"
"353","10","random","300","20","140"
"355","10","random","300","17","215"
"352","10","random","300","22","197"
"351","10","random","300","27","137"
"354","10","random","300","21","247"
"356","10","random","300","0","300"
"353","10","random","300","21","139"
"355","10","random","300","18","215"
"351","10","random","300","28","137"
"352","10","random","300","23","196"
"354","10","random","300","22","246"
"353","10","random","300","22","138"
"355","10","random","300","19","215"
"356","10","random","300","1","299"
"351","10","random","300","29","137"
"354","10","random","300","23","245"
"352","10","random","300","24","196"
"353","10","random","300","23","136"
"355","10","random","300","20","214"
"356","10","random","300","2","297"
"354","10","random","300","24","244"
"353","10","random","300","24","130"
"355","10","random","300","21","213"
"352","10","random","300","25","196"
"356","10","random","300","3","296"
"353","10","random","300","25","130"
"355","10","random","300","22","212"
"352","10","random","300","26","195"
"354","10","random","300","25","243"
"357","10","random","300","0","300"
"356","10","random","300","4","295"
"353","10","random","300","26","122"
"354","10","random","300","26","240"
"352","10","random","300","27","195"
"355","10","random","300","23","205"
"357","10","random","300","1","299"
"353","10","random","300","27","122"
"354","10","random","300","27","239"
"352","10","random","300","28","194"
"355","10","random","300","24","204"
"356","10","random","300","5","291"
"357","10","random","300","2","298"
"353","10","random","300","28","121"
"354","10","random","300","28","238"
"352","10","random","300","29","186"
"355","10","random","300","25","204"
"356","10","random","300","6","287"
"357","10","random","300","3","297"
"353","10","random","300","29","119"
"355","10","random","300","26","194"
"356","10","random","300","7","279"
"357","10","random","300","4","296"
"300","6","eigen","300","11","94"
"354","10","random","300","29","236"
"355","10","random","300","27","193"
"358","10","random","300","0","300"
"357","10","random","300","5","285"
"356","10","random","300","8","275"
"359","10","random","300","0","300"
"355","10","random","300","28","190"
"358","10","random","300","1","299"
"357","10","random","300","6","272"
"359","10","random","300","1","299"
"355","10","random","300","29","189"
"356","10","random","300","9","274"
"358","10","random","300","2","296"
"357","10","random","300","7","271"
"359","10","random","300","2","298"
"361","10","between","100","0","100"
"356","10","random","300","10","273"
"358","10","random","300","3","294"
"357","10","random","300","8","271"
"359","10","random","300","3","292"
"360","10","random","300","0","300"
"356","10","random","300","11","272"
"357","10","random","300","9","270"
"358","10","random","300","4","293"
"359","10","random","300","4","291"
"360","10","random","300","1","299"
"357","10","random","300","10","270"
"356","10","random","300","12","271"
"358","10","random","300","5","292"
"360","10","random","300","2","298"
"357","10","random","300","11","269"
"356","10","random","300","13","270"
"359","10","random","300","5","290"
"358","10","random","300","6","291"
"360","10","random","300","3","297"
"357","10","random","300","12","268"
"356","10","random","300","14","269"
"359","10","random","300","6","289"
"358","10","random","300","7","290"
"361","10","between","100","1","34"
"360","10","random","300","4","296"
"357","10","random","300","13","265"
"356","10","random","300","15","266"
"359","10","random","300","7","288"
"360","10","random","300","5","290"
"356","10","random","300","16","264"
"358","10","random","300","8","289"
"359","10","random","300","8","287"
"357","10","random","300","14","264"
"360","10","random","300","6","289"
"361","10","between","100","2","31"
"356","10","random","300","17","263"
"357","10","random","300","15","250"
"359","10","random","300","9","286"
"360","10","random","300","7","288"
"358","10","random","300","9","287"
"356","10","random","300","18","258"
"357","10","random","300","16","249"
"359","10","random","300","10","285"
"360","10","random","300","8","284"
"299","6","eigen","300","15","51"
"361","10","between","100","3","18"
"358","10","random","300","10","286"
"356","10","random","300","19","257"
"359","10","random","300","11","284"
"357","10","random","300","17","248"
"360","10","random","300","9","283"
"359","10","random","300","12","283"
"358","10","random","300","11","285"
"356","10","random","300","20","256"
"357","10","random","300","18","247"
"358","10","random","300","12","284"
"359","10","random","300","13","282"
"360","10","random","300","10","282"
"361","10","between","100","4","15"
"356","10","random","300","21","255"
"358","10","random","300","13","283"
"357","10","random","300","19","232"
"359","10","random","300","14","281"
"358","10","random","300","14","282"
"360","10","random","300","11","282"
"359","10","random","300","15","280"
"361","10","between","100","5","14"
"356","10","random","300","22","252"
"357","10","random","300","20","231"
"359","10","random","300","16","279"
"358","10","random","300","15","281"
"360","10","random","300","12","282"
"356","10","random","300","23","251"
"359","10","random","300","17","278"
"361","10","between","100","6","6"
"357","10","random","300","21","222"
"358","10","random","300","16","280"
"360","10","random","300","13","279"
"356","10","random","300","24","249"
"300","6","eigen","300","12","94"
"357","10","random","300","22","221"
"358","10","random","300","17","279"
"361","10","between","100","7","6"
"360","10","random","300","14","278"
"359","10","random","300","18","277"
"356","10","random","300","25","248"
"358","10","random","300","18","278"
"361","10","between","100","8","6"
"357","10","random","300","23","219"
"360","10","random","300","15","277"
"356","10","random","300","26","246"
